,Rank,Player,Team_x,Positions,Yahoo,AVG,Key,Name_x,Team_y,G,GS,IP,SV,xFIP-,SwStr%,F-Strike%,Barrel%_x,HardHit%,CSW%,K%+_x,BB%+_x,xERA,EV_x,ER,playerid_x,STUFFplus,LOCATIONplus,PITCHINGplus,Total Z-Score_x,Total Z-Score_y,Name_y,Team,PA,HR,SB,Off,wRC+,wOBA,ISO+,Barrel%_y,BsR,Spd,BB%+_y,K%+_y,Oppo%+,EV_y,maxEV,xwOBA,playerid_y,LaghezzaRank,Total Z-Score,RankDiff
242,226.0,Andrew Benintendi,CWS,LF,293.0,2358,AndBen,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,Andrew Benintendi,  ,521.0,5.0,8.0,13.5,122.0,0.342,64.0,51,0.6,4.1,125.0,67.0,115.0,89.2,109.8,0.334,17901.0,195.0,2.2,-31.0
243,227.0,Travis dArnaud,ATL,C,270.0,2384,TradAr,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,Travis dArnaud,ATL,426.0,18.0,0.0,6.1,120.0,0.343,132.0,85,-3.6,2.5,53.0,93.0,101.0,88.5,112.3,0.313,7739.0,321.0,-0.25,94.0
244,228.0,Justin Turner,BOS,3BDH,220.0,2408,JusTur,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,Justin Turner,LAD,532.0,13.0,3.0,11.4,123.0,0.343,103.0,80,-3.1,2.8,112.0,74.0,119.0,89.5,108.9,0.339,5235.0,212.0,2.33,-16.0
245,229.0,Jose Urquidy,HOU,SP,226.0,2412,JosUrq,Jose Urquidy,HOU,29.0,28.0,164.1,0.0,110.0,100,653,94,408,258,89.0,70.0,4.56,89.7,72.0,18413.0,105.7,104.0,105.9,1.96,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,42.0
246,230.0,Nathan Eovaldi,TEX,SP,391.0,2416,NatEov,Nathan Eovaldi,BOS,20.0,20.0,109.1,0.0,87.0,124,680,107,449,284,101.0,54.0,4.31,89.7,47.0,9132.0,108.3,106.3,108.0,-0.09,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,30.0
247,231.0,Sonny Gray,MIN,SP,254.0,2424,SonGra,Sonny Gray,MIN,24.0,24.0,119.2,0.0,93.0,92,605,55,392,294,108.0,92.0,3.67,88.1,41.0,12768.0,103.5,99.5,101.3,7.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,-43.0
248,232.0,Evan Phillips,LAD,RP,253.0,2430,EvaPhi,Evan Phillips,LAD,64.0,0.0,63.0,2.0,69.0,122,674,43,312,327,146.0,78.0,2.18,86.1,8.0,17734.0,125.3,101.2,108.4,1.29,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,-1.0
249,233.0,Joc Pederson,SF,LFRF,396.0,2442,JocPed,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41,Joc Pederson,SFG,433.0,23.0,3.0,22.6,144.0,0.373,160.0,151,0.4,4.0,116.0,102.0,103.0,93.1,112.8,0.367,11899.0,289.0,14.41,56.0
250,234.0,Jesse Winker,MIL,LF,370.0,2450,JesWin,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,Jesse Winker,SEA,547.0,14.0,0.0,1.0,108.0,0.313,84.0,76,-4.3,0.9,193.0,85.0,104.0,87.7,110.0,0.345,13590.0,285.0,-0.53,51.0
251,235.0,Jorge Lopez,MIN,RP,204.0,2452,JorLop,Jorge Lopez,  ,67.0,0.0,71.0,23.0,93.0,109,621,48,330,297,109.0,130.0,3.31,87.3,20.0,14527.0,113.1,99.4,103.7,6.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-235.0
252,236.0,Jordan Walker,STL,3B,421.0,2458,JorWal,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,-15.0
253,237.0,Kendall Graveman,CWS,RP,229.0,2458,KenGra,Kendall Graveman,CHW,65.0,0.0,65.0,6.0,87.0,112,600,42,347,293,104.0,114.0,3.51,88.1,23.0,15514.0,103.1,97.8,99.0,-0.78,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,-7.0
254,238.0,Jorge Mateo,BAL,SS,420.0,2460,JorMat,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,Jorge Mateo,BAL,533.0,13.0,35.0,-5.2,82.0,0.281,106.0,59,5.8,8.4,64.0,124.0,112.0,86.8,111.3,0.272,17273.0,249.0,5.84,11.0
255,239.0,Gavin Lux,LAD,2BLF,276.0,2470,GavLux,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,Gavin Lux,LAD,471.0,6.0,7.0,10.5,113.0,0.328,80.0,61,3.2,6.2,119.0,89.0,86.0,88.0,108.1,0.314,19955.0,651.0,0.86,412.0
256,240.0,Kolten Wong,SEA,2B,428.0,2478,KolWon,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,Kolten Wong,MIL,497.0,15.0,17.0,12.9,117.0,0.336,116.0,54,3.4,6.1,111.0,78.0,104.0,87.0,109.7,0.305,12532.0,243.0,5.12,3.0
257,241.0,Jameson Taillon,CHC,SP,375.0,2504,JamTai,Jameson Taillon,NYY,32.0,32.0,177.1,0.0,96.0,99,636,83,357,263,93.0,55.0,4.2,88.5,77.0,11674.0,99.8,104.9,103.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,17.0
258,242.0,Michael Conforto,SF,LFRF,382.0,2504,MicCon,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,37.0
259,243.0,Lourdes Gurriel,ARI,LF,388.0,2512,LouGur,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.54,Lourdes Gurriel,TOR,493.0,5.0,3.0,3.8,114.0,0.327,72.0,38,-4.1,2.7,79.0,76.0,112.0,90.6,109.5,0.321,19238.0,292.0,-3.54,49.0
260,244.0,Ezequiel Tovar,COL,SS,415.0,2540,EzeTov,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,56.0
261,245.0,Tyler Mahle,MIN,SP,436.0,2550,TylMah,Tyler Mahle,  ,23.0,23.0,120.2,0.0,101.0,110,616,75,383,284,111.0,103.0,3.49,88.7,59.0,16358.0,99.9,103.6,103.0,6.57,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,10.0
262,246.0,Aaron Ashby,MIL,SPRP,240.0,2550,AarAsh,Aaron Ashby,MIL,27.0,19.0,107.1,1.0,83.0,124,617,68,341,325,117.0,119.0,3.75,87.1,53.0,23550.0,102.0,97.4,99.0,7.37,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,74.0
263,247.0,Jean Segura,MIA,2B,424.0,2554,JeaSeg,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.63,Jean Segura,PHI,387.0,10.0,13.0,0.4,105.0,0.32,71.0,44,-1.6,4.0,77.0,66.0,122.0,87.6,111.0,0.303,5933.0,210.0,-2.63,-37.0
264,248.0,Sean Manaea,SF,SP,371.0,2560,SeaMan,Sean Manaea,SDP,30.0,28.0,158.0,0.0,99.0,120,638,91,426,274,103.0,90.0,4.05,90.3,87.0,15873.0,88.6,101.6,98.2,6.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,18.0
265,249.0,Frankie Montas,NYY,SP,251.0,2564,FraMon,Frankie Montas,  ,27.0,27.0,144.1,0.0,91.0,126,607,79,338,256,105.0,88.0,4.02,87.6,65.0,14309.0,103.2,101.0,104.5,3.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,319.0
266,250.0,Hunter Brown,HOU,SPRP,266.0,2564,HunBro,Hunter Brown,HOU,7.0,2.0,20.1,0.0,70.0,100,638,59,471,314,124.0,109.0,2.96,93.2,2.0,25880.0,113.8,99.7,100.1,5.51,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,-105.0
267,251.0,Ramon Laureano,OAK,CFRF,431.0,2576,RamLau,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,Ramon Laureano,OAK,383.0,13.0,11.0,1.2,96.0,0.294,110.0,116,3.0,4.8,82.0,122.0,105.0,88.7,110.2,0.307,17128.0,194.0,2.79,-57.0
268,252.0,Francisco Alvarez,NYM,CDH,233.0,2618,FraAlv,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.0
269,253.0,CJ Abrams,WSH,2BSS,419.0,2632,CJAbr,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.78,CJ Abrams,  ,302.0,2.0,7.0,-8.5,71.0,0.267,50.0,21,1.7,5.8,20.0,73.0,106.0,86.5,109.6,0.266,25768.0,250.0,-11.78,-3.0
270,254.0,Adam Wainwright,STL,SP,209.0,2646,AdaWai,Adam Wainwright,STL,32.0,32.0,191.2,0.0,103.0,67,626,65,364,279,79.0,81.0,4.53,87.8,79.0,2233.0,106.1,103.8,100.9,2.35,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,20.0
271,255.0,Carlos Carrasco,NYM,SP,387.0,2648,CarCar,Carlos Carrasco,NYM,29.0,29.0,152.0,0.0,87.0,130,684,70,394,271,104.0,77.0,4.08,88.5,67.0,6632.0,92.3,105.0,102.0,7.91,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,4.0
272,256.0,Bryan De La Cruz,MIA,LFCFRF,433.0,2652,BryDeLaCru,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,Bryan De La Cruz,MIA,355.0,13.0,4.0,0.4,104.0,0.313,116.0,119,-1.2,3.5,64.0,112.0,94.0,90.8,111.2,0.355,19600.0,278.0,1.69,22.0
273,257.0,Trey Mancini,CHC,1BLFRFDH,296.0,2654,TreMan,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,Trey Mancini,  ,587.0,18.0,0.0,-0.5,104.0,0.312,102.0,95,-3.0,1.5,113.0,104.0,92.0,89.5,111.8,0.327,15149.0,247.0,0.26,-10.0
274,258.0,Michael Kopech,CWS,SP,389.0,2666,MicKop,Michael Kopech,CHW,25.0,25.0,119.1,0.0,123.0,99,567,88,413,272,96.0,144.0,3.94,89.9,47.0,17282.0,113.1,95.2,100.1,12.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,60.0
275,259.0,Christian Vazquez,MIN,C1B,280.0,2678,ChrVaz,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.91,Christian Vazquez,  ,426.0,9.0,1.0,-10.2,99.0,0.312,84.0,51,-9.9,1.8,65.0,73.0,112.0,87.9,109.5,0.301,9774.0,0.0,-9.91,-259.0
276,260.0,Jon Berti,MIA,2B3BSSLF,224.0,2692,JonBer,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,Jon Berti,MIA,404.0,4.0,41.0,4.9,93.0,0.298,63.0,59,8.0,7.7,124.0,97.0,113.0,88.0,109.1,0.306,12037.0,340.0,7.04,80.0
277,261.0,Luis Urias,MIL,2B3BSS,377.0,2692,LuiUri,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,Luis Urias,MIL,472.0,16.0,1.0,5.8,110.0,0.327,106.0,83,0.2,2.3,127.0,93.0,90.0,87.3,109.7,0.326,16622.0,0.0,-0.1,-261.0
278,262.0,Alex Lange,DET,RP,221.0,2718,AleLan,Alex Lange,DET,71.0,0.0,63.1,0.0,82.0,191,546,52,353,344,136.0,143.0,3.29,86.1,24.0,19883.0,106.5,91.2,95.0,11.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,-82.0
279,263.0,Cal Quantrill,CLE,SP,275.0,2728,CalQua,Cal Quantrill,CLE,32.0,32.0,186.1,0.0,111.0,82,639,75,356,238,75.0,76.0,4.31,87.6,70.0,19312.0,90.0,100.6,95.6,0.68,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,7.0
280,264.0,Seranthony Dominguez,PHI,RP,227.0,2732,SerDom,Seranthony Dominguez,PHI,54.0,0.0,51.0,9.0,82.0,141,580,81,455,272,130.0,128.0,3.36,90.2,17.0,19249.0,124.9,98.7,103.5,7.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,119.0
281,265.0,Gabriel Moreno,ARI,C,345.0,2740,GabMor,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,58.0
282,266.0,Austin Hays,BAL,LFRF,400.0,2750,AusHay,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.46,Austin Hays,BAL,582.0,16.0,2.0,3.8,105.0,0.314,109.0,52,0.6,3.0,73.0,88.0,93.0,87.7,109.0,0.298,19363.0,291.0,-2.46,25.0
283,267.0,Christopher Morel,CHC,2B3BSSCF,331.0,2754,ChrMor,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,Christopher Morel,CHC,425.0,16.0,10.0,5.9,108.0,0.322,128.0,134,1.9,5.9,107.0,143.0,69.0,89.6,112.9,0.324,21897.0,251.0,7.3,-16.0
284,268.0,Gregory Soto,PHI,RP,245.0,2756,GreSot,Gregory Soto,DET,64.0,0.0,60.1,30.0,117.0,112,567,62,432,260,103.0,161.0,4.08,91.4,22.0,19677.0,112.7,93.2,95.4,14.22,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,116.0
285,269.0,Marcus Stroman,CHC,SP,422.0,2772,MarStr,Marcus Stroman,CHC,25.0,25.0,138.2,0.0,88.0,92,668,66,407,280,92.0,76.0,3.94,89.0,54.0,13431.0,103.7,101.7,99.8,3.38,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,-13.0
286,270.0,Bryson Stott,PHI,2BSS,426.0,2780,BrySto,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.73,Bryson Stott,PHI,466.0,10.0,12.0,-4.3,83.0,0.289,80.0,44,4.7,5.5,92.0,84.0,129.0,88.1,108.4,0.284,26294.0,244.0,-0.73,-26.0
287,271.0,Dylan Floro,MIA,RP,383.0,2804,DylFlo,Dylan Floro,MIA,56.0,0.0,53.2,10.0,90.0,93,641,51,325,282,96.0,82.0,3.05,87.4,18.0,13394.0,99.3,108.0,104.9,-8.03,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,-44.0
288,272.0,Giovanny Gallegos,STL,RP,223.0,2806,GioGal,Giovanny Gallegos,STL,57.0,0.0,59.0,14.0,88.0,173,672,90,354,318,137.0,92.0,2.92,89.8,20.0,14986.0,116.1,100.4,105.2,9.31,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,105.0
289,273.0,Ross Stripling,SF,SPRP,289.0,2816,RosStr,Ross Stripling,TOR,32.0,24.0,134.1,1.0,93.0,110,703,92,372,275,93.0,46.0,3.57,88.9,45.0,13273.0,98.3,107.5,102.5,-2.44,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,-8.0
290,274.0,Austin Meadows,DET,LFRF,329.0,2834,AusMea,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,3.0
291,275.0,Garrett Whitlock,BOS,SPRP,271.0,2838,GarWhi,Garrett Whitlock,BOS,31.0,9.0,78.1,6.0,81.0,137,659,80,390,304,119.0,60.0,3.17,88.8,30.0,20191.0,103.3,104.3,106.0,-1.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,39.0
292,276.0,Esteury Ruiz,OAK,LF,340.0,2844,EstRui,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,-76.0
293,277.0,Trevor Rogers,MIA,SP,414.0,2868,TreRog,Trevor Rogers,MIA,23.0,23.0,107.0,0.0,103.0,108,614,75,374,260,98.0,114.0,4.84,88.4,65.0,22286.0,100.6,100.6,100.4,3.55,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,-24.0
294,278.0,Jonah Heim,TEX,C,386.0,2876,JonHei,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.17,Jonah Heim,TEX,450.0,16.0,2.0,-2.5,99.0,0.306,115.0,69,-1.8,3.2,114.0,87.0,64.0,89.3,112.4,0.291,16930.0,322.0,-3.17,44.0
295,279.0,Charlie Blackmon,COL,RFDH,312.0,2876,ChaBla,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.65,Charlie Blackmon,COL,577.0,16.0,4.0,-5.9,89.0,0.317,100.0,44,1.4,4.5,66.0,84.0,91.0,86.2,109.5,0.301,7859.0,290.0,-3.65,11.0
296,280.0,Martin Perez,TEX,SP,342.0,2880,MarPer,Martin Perez,TEX,32.0,32.0,196.1,0.0,96.0,84,626,43,345,272,93.0,105.0,3.59,88.2,63.0,6902.0,81.9,102.8,95.7,12.61,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-280.0
297,281.0,Yasmani Grandal,CWS,CDH,313.0,2892,YasGra,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.51,Yasmani Grandal,CHW,376.0,5.0,1.0,-19.7,68.0,0.263,45.0,48,-6.2,1.0,150.0,95.0,124.0,90.0,110.2,0.29,11368.0,390.0,-9.51,109.0
298,282.0,Wil Myers,CIN,1BLFRF,402.0,2896,WilMye,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-258.4,121.5,29.6,0.0,-1.97,Wil Myers,SDP,286.0,7.0,2.0,2.4,104.0,0.311,89.0,73,1.2,2.5,88.0,133.0,121.0,88.5,109.4,0.288,10047.0,246.0,-1.97,-36.0
299,283.0,Brendan Donovan,STL,1B2B3BSSLFRF,287.0,2916,BreDon,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78,Brendan Donovan,STL,468.0,5.0,2.0,14.0,129.0,0.349,63.0,34,-1.9,2.9,153.0,66.0,123.0,87.7,107.0,0.339,24679.0,399.0,-0.78,116.0
300,284.0,Kodai Senga,NYM,SP,193.0,1745,KodSen,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,-145.0
301,285.0,Spencer Torkelson,DET,1B,294.0,2940,SpeTor,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.05,Spencer Torkelson,DET,404.0,8.0,0.0,-14.0,76.0,0.272,78.0,84,-3.2,2.4,115.0,110.0,104.0,90.5,111.5,0.305,27465.0,308.0,-5.05,23.0
302,286.0,Aroldis Chapman,KC,RP,238.0,2956,AroCha,Aroldis Chapman,NYY,43.0,0.0,36.1,9.0,121.0,127,550,68,341,309,121.0,218.0,4.46,87.5,18.0,10233.0,128.2,86.2,96.4,19.25,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,-61.0
303,287.0,Andrew McCutchen,PIT,LFRFDH,297.0,2964,AndMcC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,Andrew McCutchen,MIL,580.0,17.0,8.0,-5.3,98.0,0.309,95.0,86,-4.1,3.0,118.0,95.0,76.0,89.1,110.6,0.325,9847.0,288.0,-1.11,1.0
304,288.0,Mike Yastrzemski,SF,CFRF,320.0,2976,MikYas,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,Mike Yastrzemski,SFG,558.0,17.0,5.0,1.8,99.0,0.307,114.0,111,2.6,4.7,131.0,112.0,94.0,89.9,109.7,0.314,14854.0,293.0,4.91,5.0
305,289.0,Miguel Vargas,LAD,1B,348.0,2992,MigVar,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,-56.0
306,290.0,Taijuan Walker,PHI,SP,337.0,3010,TaiWal,Taijuan Walker,NYM,29.0,29.0,157.1,0.0,97.0,100,627,73,399,266,90.0,84.0,3.94,89.3,61.0,11836.0,105.6,100.6,102.4,4.98,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,-23.0
307,291.0,Brandon Marsh,PHI,LFCF,326.0,3022,BraMar,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,Brandon Marsh,  ,461.0,11.0,10.0,-2.9,89.0,0.296,92.0,74,2.5,5.6,76.0,154.0,107.0,89.2,109.0,0.287,20202.0,281.0,1.56,-10.0
308,292.0,Yandy Diaz,TB,1B3B,412.0,3024,YanDia,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,Yandy Diaz,TBR,558.0,9.0,3.0,23.8,146.0,0.366,85.0,48,-5.3,2.2,176.0,48.0,129.0,92.2,114.3,0.365,16578.0,0.0,7.44,-292.0
